Date,Cases,Death,Anxieity disorder,Depressive disorder
10/10/2022,95396455,11333,,
10/11/2022,95409675,13220,,
10/12/2022,95434094,24419,,
10/13/2022,95472250,38156,,
10/14/2022,95529714,57464,,
10/15/2022,95602703,72989,,
10/16/2022,95636402,33699,,
10/17/2022,95642452,6050,,
10/18/2022,95653603,11151,,
10/19/2022,95687463,33860,,
10/20/2022,95726462,38999,,
10/21/2022,95726462,0,,
10/22/2022,95920136,193674,,
10/23/2022,95920136,0,,
10/24/2022,95920136,0,,
10/25/2022,95920136,0,,
10/26/2022,95920136,0,,
10/27/2022,95920136,0,,
10/28/2022,96175292,255156,,
10/29/2022,96175292,0,,
10/30/2022,96175292,0,,
10/31/2022,96175292,0,,
11/1/2022,96175292,0,,
11/2/2022,96175292,0,31%,24%
11/3/2022,96175292,0,,
11/4/2022,96442596,267304,,
11/5/2022,96442596,0,,
11/6/2022,96442596,0,,
11/7/2022,96442596,0,,
11/8/2022,96442596,0,,
11/9/2022,96442596,0,,
11/10/2022,96442596,0,,
11/11/2022,96725493,282897,,
11/12/2022,96725493,0,,
11/13/2022,96725493,0,,
11/14/2022,96725493,0,,
11/15/2022,96725493,0,,
11/16/2022,96725493,0,,
11/17/2022,96725493,0,,
11/18/2022,97000477,274984,,
11/19/2022,97000477,0,,
11/20/2022,97000477,0,,
11/21/2022,97000477,0,,
11/22/2022,97000477,0,,
11/23/2022,97000477,0,,
11/24/2022,97000477,0,,
11/25/2022,97300648,300171,,
11/26/2022,97300648,0,,
11/27/2022,97300648,0,,
11/28/2022,97300648,0,,
11/29/2022,97300648,0,,
11/30/2022,97300648,0,,
12/1/2022,97300648,0,,
12/2/2022,97603247,302599,,
12/3/2022,97603247,0,,
12/4/2022,97603247,0,,
12/5/2022,97603247,0,,
12/6/2022,97603247,0,,
12/7/2022,97603247,0,,
12/8/2022,97603247,0,,
12/9/2022,98065470,462223,29%,24%
12/10/2022,98065470,0,,
12/11/2022,98065470,0,,
12/12/2022,98065470,0,,
12/13/2022,98065470,0,,
12/14/2022,98065470,0,,
12/15/2022,98065470,0,28%,22%
12/16/2022,98511484,446014,,
12/17/2022,98511484,0,,
12/18/2022,98511484,0,,
12/19/2022,98511484,0,,
12/20/2022,98511484,0,28%,22%
12/21/2022,98511484,0,,
12/22/2022,98511484,0,,
12/23/2022,99019493,508009,,
12/24/2022,99019493,0,,
12/25/2022,99019493,0,,
12/26/2022,99019493,0,,
12/27/2022,99019493,0,28%,22%
12/28/2022,99019493,0,,
12/29/2022,99019493,0,,
12/30/2022,99411696,392203,,
12/31/2022,99411696,0,28%,21%
